Target,Feature_Set,N_Features,CV_RMSE_Mean,CV_R2_Mean,RMSE_Change_vs_Core_Pct
LifeExpectancy,Core-six only,5,2.6372541058830583,0.27829677948851456,0.0
LifeExpectancy,Final selected set,9,2.297385866426848,0.4944391449168568,12.887201073952218
NCDMortality,Core-six only,5,6.150308204576744,-0.4742376514987588,0.0
NCDMortality,Final selected set,9,5.10126890228919,-0.028908730548522943,17.056694841844063
