Target,Pooled_RMSE,Pooled_MAE,Pooled_R2,Mean_Bias,Residual_SD
LifeExpectancy,2.389331289761521,1.8633359219200265,0.6390689128162651,-0.036888490282969956,2.3890465151432485
NCDMortality,5.309454394533817,4.343726840304248,0.10134183688760479,0.6041476368622525,5.274970293803389
