STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,86.86334229,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,12.25534916,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,25.78641701,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,19.360953833472752,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,62.96450762546188,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,29.1901350345977,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,37.60240735929378,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,22.022294058285475,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,37.04295700039288,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,25.434539481167324,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,35.957365532328495,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,35.9558942118746,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2016,15.751991104864494,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,64.78065491,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2005,26.0978756,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,20.117796335682886,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,64.47148372277755,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,34.41410315633996,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,39.05590511567822,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,22.91560309107765,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,43.77542009845949,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,27.282657976467146,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,52.32984242845028,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,52.32450452486589,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,15.821102653443285,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2006,16.813859997230825,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2017,10.54844856,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,15.155213941627807,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,62.41758479424891,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,29.19468309161135,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,37.83391618895187,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,20.704400811771876,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,35.28706936350473,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,26.267993171302805,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,35.7265129868733,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,35.725152691215534,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,15.865534339788015,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,17.677654029244426,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,34.387879195193825,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,79.96547699,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,13.8197403,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2014,24.83175468,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,19.60087671004391,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Eastern and Southern,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,61.73151018750468,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Africa Western and Central,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,31.501846112715512,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,36.99562908486454,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,22.123609330304376,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,37.291166763921375,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,25.716184075284094,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,35.42621629191855,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2015,35.42483865064934,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,39.49508286,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,81.86520386,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_SH_XPD_OOPC_CH_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2018,10.27590275,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,Out-of-pocket expenditure (% of current health expenditure),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
