Country,CountryCode,Year,LifeExpectancy,NCDMortality,HealthExpPC,HealthExpGDP,Physicians,UHCIndex,OOPExpenditure,OldAgeDependency,GDPPerCapita,GDPGrowth,Diabetes,AdultObesity,PM25,HospitalBeds,NursesMidwives,UrbanPopulation,Unemployment,Population,PopulationDensity,GovHealthExpShare,GovHealthExpPC,DPTImmunization,HealthExpGDP_Imputed,OOPExpenditure_Imputed,Diabetes_Imputed,HospitalBeds_Imputed,NursesMidwives_Imputed,GovHealthExpShare_Imputed,GovHealthExpPC_Imputed,DPTImmunization_Imputed
Algeria,DZA,2019,75.682,14,242.0704956,5.41732121,0.973,64,37.92313004,9.082183145,4672.664087,0.8999999992,17.87,21.81,16.00438379,,0.312,72.48245614,12.302,43294546,18.17769614,60.47232819,146.3856597,88,0,0,0,0,0,0,0,0
Algeria,DZA,2020,73.257,12.7,211.072403,5.63830757,,66,39.6432457,9.316736525,4363.685338,-4.999999999,18.12,22.16,15.34579113,,1.044,73.05411263,14.08,44042091,18.49156121,58.73853683,123.9808432,84,0,0,0,0,1,0,0,0
Algeria,DZA,2021,75.208,13.3,208.9391174,5.02188873,,69,40.50164032,9.535644281,4456.746876,3.799999999,18.38,22.51,16.86692751,,1.776,73.61992183,13.656,44761099,18.79344471,57.21630859,119.5472544,81,0,0,0,0,1,0,0,0
Algeria,DZA,2022,76.129,,180.334549,3.63464284,1.66,70,50.13016129,9.824966179,4544.466881,3.600000001,18.66,22.85,19.18217418,,2.508,74.17958624,12.382,45477389,19.09418702,47.229702,85.17147857,77,0,0,0,0,0,0,0,0
Algeria,DZA,2023,76.261,,233.3794708,4.35082531,,70,45.00216675,10.12460218,4660.405457,4.1,,23.21,16.53946873,,,74.73280836,11.645,46164219,19.38256023,53.07563782,123.8676409,92,0,0,0,0,0,0,0,0
Türkiye,TUR,2000,71.931,22.5,192.8344574,4.59957218,1.303,64,28.60040474,9.08547665,6326.257465,6.985286978,9.49,24.21,25.87828885,,1.699,58.970612,6.495,65425961,85.0096293,61.67596436,118.9325061,85,0,0,0,0,0,0,0,0
Türkiye,TUR,2001,72.271,21.5,148.8621063,4.88784933,1.356,65,23.43206978,9.28279791,5906.923485,-5.459408386,9.73,24.79,26.35055161,,1.725,59.87224614,8.381,66245128,86.073994,67.25136566,100.111799,88,0,0,0,0,0,0,0,0
Türkiye,TUR,2002,72.605,20.5,181.391449,5.06227875,1.371,65,20.32076836,9.486309094,6211.70543,6.435508838,9.95,25.37,27.358885,2.45,1.698,60.73853427,10.358,67048795,87.11821914,69.9743576,126.9275041,78,0,0,0,0,0,0,0,0
Türkiye,TUR,2003,72.906,19.9,232.5562439,5.01427698,1.393,66,18.93056297,9.69525111,6496.072773,5.79909321,10.16,25.91,25.1556972,2.44,1.712,61.58450607,10.542,67831730,88.13550667,71.20713043,165.5966322,68,0,0,0,0,0,0,0,0
Türkiye,TUR,2004,73.223,19.3,292.6530762,4.9096446,1.416,66,20.18101692,9.908671085,7061.622198,9.925405519,10.38,26.43,25.29065794,2.43,1.735,62.43884812,10.838,68592617,89.12414667,71.70464325,209.8458225,85,0,0,0,0,0,0,0,0
Türkiye,TUR,2005,73.51,18.9,357.4019775,4.89389706,1.455,67,24.17697906,10.12504184,7623.146409,9.111577459,10.6,26.89,24.8623084,2.47,1.756,63.33024703,10.636,69329557,90.08167171,67.74803925,242.1255706,90,0,0,0,0,0,0,0,0
Türkiye,TUR,2006,73.804,18.6,409.2588196,5.14591694,1.492,68,23.6489296,10.3402703,8078.515379,7.067626076,10.85,27.31,25.5447918,2.49,1.815,64.28738939,10.227,70045349,91.01171862,68.85150146,281.780829,90,0,0,0,0,0,0,0,0
Türkiye,TUR,2007,74.129,18.2,504.3764648,5.23760796,1.532,69,23.88428879,10.54897629,8477.533284,5.108185139,11.12,27.69,26.02303471,2.52,2.005,65.33896182,10.285,70158112,91.15823448,68.78373718,346.9289946,96,0,0,0,0,0,0,0,0
Türkiye,TUR,2008,74.38,18,561.7352905,5.21761751,1.581,69,19.18195724,10.66511156,8447.939764,0.9201182214,11.43,28.04,25.8316791,2.56,2.062,66.51365089,10.965,71051678,92.3192677,72.69304657,408.3424586,96,0,0,0,0,0,0,0,0
Türkiye,TUR,2009,74.679,18.6,492.3003235,5.49438715,1.637,70,14.5079031,10.69982243,7925.301104,-4.882694017,11.77,28.36,24.78610656,2.6,2.133,67.84014322,14.026,72039206,93.60238816,80.49878693,396.2958001,96,0,0,0,0,0,0,0,0
Türkiye,TUR,2010,74.964,18.6,531.8286133,5.02053452,1.683,71,16.87221718,10.7533141,8472.578091,8.542198485,12.13,28.64,27.40017883,2.73,2.251,69.34712539,11.879,73142150,95.03547159,77.99839783,414.8178018,97,0,0,0,0,0,0,0,0
Türkiye,TUR,2011,74.823,18.5,525.8910523,4.6530509,1.698,72,15.89518452,10.8086953,9265.859102,10.97996253,12.48,28.9,26.23227014,2.62,2.383,71.00287235,9.789,74223629,96.44066499,79.12835693,416.1225638,97,0,0,0,0,0,0,0,0
Türkiye,TUR,2012,75.552,18.2,520.442749,4.44444656,1.726,74,15.9315958,10.86716774,9588.320665,4.807626966,12.85,29.13,25.85325679,2.66,2.505,73.77886802,9.21,75175827,97.67788028,79.17140961,412.041856,97,0,0,0,0,0,0,0,0
Türkiye,TUR,2013,76.171,18,547.9546509,4.37099934,1.751,74,16.92680168,10.95313521,10269.44891,8.488256893,13.23,29.33,27.05103662,2.64,2.526,78.52183684,9.713,76147624,98.94056105,78.34962463,429.3257948,98,0,0,0,0,0,0,0,0
Türkiye,TUR,2014,76.452,17.9,520.4075317,4.32517862,1.738,74,17.72542191,11.03415889,10597.98019,4.600794473,13.63,29.49,27.1304266,2.65,2.502,83.60248507,9.901,77181884,100.2844016,77.60512543,403.8646702,96,0,0,0,0,0,0,0,0
Türkiye,TUR,2015,76.539,17.7,444.7080383,4.11690426,1.765,75,16.94873238,11.11874126,11064.64945,5.805573866,14.06,29.61,27.86286992,2.62,2.573,87.2167108,10.304,78218479,101.6312761,78.13336182,347.4646242,97,0,0,0,0,0,0,0,0
Türkiye,TUR,2016,76.595,17.4,456.3659668,4.28469229,1.774,75,16.46614456,11.29735081,11279.61695,3.323665082,14.52,29.71,25.06960091,2.67,2.516,88.10209586,10.899,79277962,103.0078895,78.44212341,357.9841192,98,0,0,0,0,0,0,0,0
Türkiye,TUR,2017,77.037,17,432.1375427,4.17974997,1.805,76,17.38420105,11.56143561,12005.64598,7.8258573,14.91,29.73,26.64526971,2.72,2.647,88.03204727,10.919,80312698,104.3523485,77.71027374,335.8162825,96,0,0,0,0,0,0,0,0
Türkiye,TUR,2018,77.454,16.7,380.2783508,4.12101603,1.814,75,17.49141884,11.8938987,12255.00821,3.468153061,15.25,29.68,26.33000405,2.75,2.924,88.16557496,10.956,81407204,105.7744683,77.38227081,294.2680055,98,0,0,0,0,0,0,0,0
Türkiye,TUR,2019,77.737,16.6,388.6748657,4.35954332,1.884,76,17.04763412,12.43897794,12238.29502,1.301623655,15.57,29.57,26.32689272,2.78,2.977,88.66181529,13.73,82579440,107.2975846,77.68532562,301.9433535,99,0,0,0,0,0,0,0,0
Türkiye,TUR,2020,76.525,15.2,386.2593689,4.61640215,1.989,77,16.43061447,13.13074384,12338.64383,1.803062471,15.91,29.43,25.16529092,2.92,3.326,88.9303115,13.148,83384680,108.3438535,78.84537506,304.5476483,98,0,0,0,0,0,0,0,0
Türkiye,TUR,2021,75.722,15.4,431.3397827,4.56065559,2.118,77,16.27120399,13.77934399,13670.93803,11.81109445,16.25,29.26,25.22422028,2.94,3.349,89.17620482,11.969,84147318,109.3347687,78.80183411,339.9036684,95,0,0,0,0,0,0,0,0
Türkiye,TUR,2022,77.591,,385.8799744,3.70338893,2.236,77,19.47843933,14.27437009,14273.57477,5.441225113,16.61,29.1,27.69166085,3.01,3.483,89.03811646,10.465,84979913,110.4165807,75.15867615,290.0222983,99,0,0,0,0,0,0,0,0
Türkiye,TUR,2023,77.156,,547.8145752,4.27524424,,77,19.04723167,14.67303152,14932.88514,5.045123698,,28.93,26.4041601,3.05,,89.02184468,9.388,85325965,110.8662149,75.92346191,415.9197609,99,0,0,0,0,0,0,0,0
Iran,IRN,2000,70.166,18.9,79.89089203,4.72250843,,68,59.60016251,6.744200244,3885.301834,5.845527476,8.35,14.88,36.64655606,,,64.47801208,11.698,66418659,40.77866537,37.70975113,30.12665695,99,0,0,0,0,0,0,0,0
Iran,IRN,2001,70.619,18.5,93.23036957,5.16087341,,69,59.23665619,6.722523283,3917.299355,2.392172712,8.57,15.37,36.47237703,1.62,,65.21686554,12.362,67452005,41.41310261,38.25937271,35.66935466,96,0,0,0,0,0,0,0,0
Iran,IRN,2002,71.112,18.2,104.6412811,4.65182209,,69,54.74597549,6.780303268,4198.953561,8.07882928,8.81,15.86,35.36236245,1.63,,65.92716217,12.8,68011317,41.75650004,39.26384735,41.08619166,99,0,0,0,0,0,0,0,0
Iran,IRN,2003,70.464,17.7,115.5190735,4.95589161,,69,54.06885147,6.829827342,4511.43134,8.639298397,9.06,16.34,38.55412781,1.62,,66.60492706,11.529,68769340,42.22189887,39.40636063,45.52186244,99,0,0,0,0,0,0,0,0
Iran,IRN,2004,72.04,17.5,139.7593231,5.12801409,0.865,70,56.55964279,6.805997304,4607.451691,4.336665979,9.33,16.8,34.95551853,1.6,1.37,67.25673676,10.3,70256316,43.1348486,36.43323898,50.91885105,99,0,0,0,0,0,0,0,0
Iran,IRN,2005,72.446,17.2,169.8145752,5.29996157,0.861,70,56.094944,6.78703144,4650.358415,3.189804087,9.62,17.25,35.14018471,1.58,1.365,67.87088013,11.813,71828455,44.10008534,36.86399078,62.60042672,95,0,0,0,0,0,0,0,0
Iran,IRN,2006,72.895,16.9,192.0759735,5.15990877,0.515,70,51.68798828,6.785134785,4778.793458,4.999795262,9.93,17.68,38.44839976,1.59,1.624,68.31018505,11.519,73392747,45.06050431,41.67243958,80.04274357,98,0,0,0,0,0,0,0,0
Iran,IRN,2007,73.299,16.6,237.5104218,4.91188192,,71,53.21485901,6.838656442,5084.71796,8.155773524,10.27,18.1,40.88468844,1.61,1.6796,68.80618993,10.772,74602648,45.80333996,39.82310104,94.5840196,99,0,0,0,0,1,0,0,0
Iran,IRN,2008,73.683,16.2,288.8577576,5.03990459,,72,55.47851181,6.944103074,5035.940085,0.2508565535,10.63,18.52,42.10402744,1.6,1.7352,69.3790073,10.63,75514204,46.36300253,37.07612228,107.0972639,99,0,0,0,0,1,0,0,0
Iran,IRN,2009,74.041,15.8,354.2573853,6.11493444,,72,56.02760696,7.072581149,5023.893144,1.007385458,11.02,18.94,42.9215968,1.5,1.7908,69.99007684,12.113,76457825,46.94235185,36.65011978,129.8357596,99,0,0,0,0,1,0,0,0
Iran,IRN,2010,74.39,15.2,424.60495,6.29153061,,73,59.39722061,7.226477394,5249.061334,5.797938302,11.42,19.35,43.28367554,1.64,1.8464,70.60926268,13.679,77420842,47.53360962,32.35562897,137.3836042,99,0,0,0,0,1,0,0,0
Iran,IRN,2011,74.721,14.9,505.3327637,6.09787989,,73,57.52153397,7.408132753,5321.758707,2.645717918,11.82,19.77,42.45234028,1.32,1.902,71.20405094,12.491,78383598,48.12470714,33.31314087,168.3422151,99,0,0,0,0,0,0,0,0
Iran,IRN,2012,75.039,14.9,500.2182617,6.12235355,,76,54.96147537,7.615608705,5058.646378,-3.747171399,12.22,20.18,40.61838955,1.65,1.763666667,71.7633634,12.275,79370580,48.73067855,33.5519104,167.8327822,99,0,0,0,0,1,0,0,0
Iran,IRN,2013,75.349,15,412.0278626,5.73697805,,77,47.86219025,7.845371584,4916.972919,-1.521979205,12.64,20.61,39.79509644,1.72,1.625333333,72.30308735,10.595,80414686,49.37172205,37.90558624,156.1815818,98,0,0,0,0,1,0,0,0
Iran,IRN,2014,75.635,15.2,395.027771,6.81539536,1.43,77,40.10943604,8.14872592,5093.203197,4.984775067,13.09,21.05,39.64026805,1.78,1.487,72.83240704,10.68,81502045,50.03932132,48.08059692,189.9317243,99,0,0,0,0,0,0,0,0
Iran,IRN,2015,75.907,15.3,423.2896729,8.38232708,1.095,77,38.95087051,8.531818372,4952.733555,-1.424884939,13.55,21.5,40.79950755,1.79,1.796,73.35614036,11.166,82619362,50.72531374,50.31786728,212.9903304,98,0,0,0,0,0,0,0,0
Iran,IRN,2016,76.155,15.2,433.9196167,7.80285025,,78,36.55317688,8.93238653,5312.61725,8.815086643,14.04,21.98,39.6507105,1.88,2.145,73.87961001,12.618,83812228,51.45769051,52.8751564,229.4356811,99,0,0,0,0,1,0,0,0
Iran,IRN,2017,76.396,15.1,457.2254944,7.71801233,1.071,78,32.80345154,9.339704079,5395.23984,3.026854687,14.34,22.42,40.09236289,1.9,2.494,74.40118408,12.232,85026754,52.40477904,54.3501091,248.5025523,99,0,0,0,0,0,0,0,0
Iran,IRN,2018,76.621,14.9,244.2166138,6.63571692,1.505,79,39.99976349,9.75212744,5127.224954,-3.747960157,14.45,22.78,41.7863694,1.93,1.973,74.80342865,12.195,86117998,53.07734854,47.77267075,116.6687932,99,0,0,0,0,0,0,0,0
Iran,IRN,2019,76.855,14.9,223.6425781,6.23426771,,80,39.13536072,10.1576571,4952.456691,-2.361435388,14.51,23.1,39.35672179,1.85,2.1536,75.20388794,10.74,87051648,53.65278767,44.1107254,98.65036151,99,0,0,0,0,1,0,0,0
Iran,IRN,2020,74.141,13.9,184.9091492,4.96098137,,80,37.40495682,10.47786135,5132.824308,4.441808654,14.57,23.4,38.76454839,,2.3342,75.59864044,9.687,87723443,54.06683698,49.89759827,92.26521895,99,0,0,0,0,1,0,0,0
Iran,IRN,2021,73.752,13.9,196.669342,4.85886621,,81,41.70082092,10.72524287,5300.62272,4.13089685,14.64,23.7,41.08827891,,2.5148,75.99263763,9.282,88455488,54.51802034,46.86421967,92.16755425,98,0,0,0,0,1,0,0,0
Iran,IRN,2022,76.799,,250.2327271,5.62794113,,81,41.58701706,11.03257638,5465.314475,4.352810875,14.71,23.98,43.89573407,,2.6954,76.33422089,9.085,89524246,55.17673097,46.72981644,116.933302,99,0,0,0,0,1,0,0,0
Iran,IRN,2023,77.654,,267.059021,6.02542305,1.811,81,43.14528656,11.43197106,5687.843963,5.332351161,,24.27,40.24538977,,2.876,76.67595673,8.129,90608707,55.84511988,46.72418594,124.7811625,99,0,0,0,0,0,0,0,0
Libya,LBY,2000,70.542,20,247.1134491,3.31908512,,66,51.29111099,5.73180354,10853.80595,3.679270408,17.5,23.82,22.87370511,4.12,,86.95085137,19.275,5305021,3.01500449,48.70888901,120.3662122,94,0,0,0,0,0,0,0,0
Libya,LBY,2001,70.653,20.9,255.7710877,3.92571616,,67,45.52794266,5.829491925,10467.87761,-1.762838871,18.03,24.59,24.78861602,3.85,,87.31944559,19.239,5403639,3.071052093,54.47205734,139.3237732,94,0,0,0,0,0,0,0,0
Libya,LBY,2002,70.788,21.2,181.7310791,4.73818302,,67,33.08924103,5.907341051,10170.30958,-0.9588973328,18.56,25.37,23.63694059,3.9,,87.62561928,19.281,5508410,3.130596633,66.91075897,121.5976452,93,0,0,0,0,0,0,0,0
Libya,LBY,2003,70.996,21.4,189.7272949,3.97301245,,67,33.75513458,5.94957033,11267.06276,13.01603725,19.1,26.14,25.36473478,3.9,,87.86598805,19.074,5619398,3.193674483,66.24486542,125.684597,95,0,0,0,0,0,0,0,0
Libya,LBY,2004,71.21,20.9,200.8360443,3.38328195,1.232,67,34.21350861,5.995169765,11529.10866,4.461638996,19.65,26.9,26.62989317,3.9,4.734,88.03716753,18.938,5736693,3.260336793,65.78649139,132.1229845,97,0,0,0,0,0,0,0,0
Libya,LBY,2005,71.439,20.9,209.878479,2.51707149,,68,35.34671783,6.057675245,12628.89615,11.87075652,20.2,27.65,27.44659452,3.4,4.89325,88.13577332,18.66,5858798,3.329732771,64.65328217,135.693324,98,0,0,0,0,1,0,0,0
Libya,LBY,2006,71.632,20.1,231.1196899,2.29996443,,68,34.62698746,6.059690976,13176.77589,6.50052542,20.76,28.28,23.03764476,3.7,5.0525,88.15995602,18.805,5980211,3.398735465,65.3585968,151.0565931,98,0,0,0,0,1,0,0,0
Libya,LBY,2007,71.788,20.6,269.6308594,2.41929626,,68,33.44186401,6.057401722,13712.96026,6.229982786,21.32,28.8,23.1600443,3.7,5.21175,88.15602875,18.771,6104380,3.469304477,66.52918243,179.3832026,98,0,0,0,0,1,0,0,0
Libya,LBY,2008,71.936,20.7,312.111969,2.24441886,1.79,68,32.26567841,6.072678633,13403.00046,-0.1620482388,21.9,29.3,24.50419491,3.7,5.371,88.14744568,19.041,6235430,3.543784171,67.65815735,211.1691968,98,0,0,0,0,0,0,0,0
Libya,LBY,2009,72.071,20.6,342.2044983,3.5828805,1.886,68,31.10063171,6.078458142,12549.08543,-4.400181763,22.49,29.79,25.06048941,3.7,6.751,88.13458252,19.29,6366686,3.61838094,68.7928009,235.4120558,98,0,0,0,0,0,0,0,0
Libya,LBY,2010,72.196,20,380.585968,3.28064442,,69,29.97363663,6.097250153,12913.93349,5.027247672,23.06,30.26,28.72373591,3.7,6.80775,88.11771393,19.321,6497839,3.692919172,69.93810272,266.1746124,98,0,0,0,0,1,0,0,0
Libya,LBY,2011,69.95,20.6,305.2003784,4.01902008,,69,36.66828537,6.467306993,6569.594776,-50.33851514,23.6,30.7,21.99326354,3.7,6.8645,88.0970459,19.504,6343203,3.605034839,63.29393005,193.1733131,98,0,0,0,0,1,0,0,0
Libya,LBY,2012,72.188,19.5,592.463562,3.95612097,,68,26.10513496,6.856163272,12599.25888,86.82674844,24.12,31.13,19.59898723,3.7,6.92125,88.07279205,19.03,6179328,3.511899701,73.7844162,437.14578,98,0,0,0,0,1,0,0,0
Libya,LBY,2013,72.339,18.7,594.6533814,4.97548628,,70,26.54751015,6.832079814,10126.31493,-17.99796157,24.63,31.51,26.00070983,3.7,6.978,88.04514313,19.311,6304628,3.583111495,73.39673615,436.4561856,96,0,0,0,0,0,0,0,0
Libya,LBY,2014,71.3,19.9,462.1921692,5.17777824,2.037,70,33.62598038,6.854984063,7644.248439,-23.04280583,25.13,31.88,21.04893621,3.7,6.724,88.01420593,19.295,6427252,3.652802437,66.22792816,306.1003074,94,0,0,0,0,0,0,0,0
Libya,LBY,2015,71.644,20.4,433.0680847,5.80638647,1.861,71,30.7180233,6.943260216,7458.489178,-0.8426562521,25.64,32.22,19.94654562,3.7,6.608333333,87.81591034,19.69,6531819,3.712231038,69.26644135,299.970847,97,0,0,0,0,1,0,0,0
Libya,LBY,2016,71.799,20.9,464.4753113,6.17178679,,71,32.49470139,7.030829646,7236.164099,-1.490941117,26.15,32.54,23.80231264,3.7,6.492666667,87.81600567,19.559,6632126,3.769238551,67.48332214,313.4433661,97,0,0,0,0,1,0,0,0
Libya,LBY,2017,72.721,21.3,466.0853882,4.67685318,2.042,71,33.7814064,7.078845536,9435.6006,32.49180219,26.55,32.8,18.55297152,3.2,6.377,87.81667299,19.053,6738770,3.829847574,66.1840744,308.4742971,97,0,0,0,0,0,0,0,0
Libya,LBY,2018,73.151,21.4,544.8807983,4.86648417,,68,28.24106407,7.078215061,10020.91658,7.941367853,26.85,32.98,23.41796563,3.2,,87.81848428,18.865,6849055,3.892525887,71.54103851,389.8133523,73,0,0,0,0,0,0,0,0
Libya,LBY,2019,72.941,20.9,552.7316895,5.54773426,,70,28.01715851,7.061973022,8768.410487,-11.19608289,27.13,33.13,20.00897536,3.2,,87.82201152,19.087,6951033,3.950483081,71.29649353,394.0782725,73,0,0,0,0,0,0,0,0
Libya,LBY,2020,72.388,20.7,472.622406,7.10674047,,71,21.1413517,7.05179476,6102.79864,-29.45529673,27.41,33.26,18.86049953,3.2,,87.82782671,19.651,7045399,4.004114143,78.61562347,371.5550305,73,0,0,0,0,0,0,0,0
Libya,LBY,2021,72.062,19.8,298.8433838,6.05457449,,69,24.39114189,7.04511392,7731.354482,28.29968234,27.7,33.37,22.04819823,3.2,,87.83650183,19.779,7135175,4.05513657,73.86416626,220.7381577,73,0,0,0,0,0,0,0,0
Libya,LBY,2022,74.462,,284.0262146,4.74433613,,71,31.84949112,7.115044255,7002.681893,-8.299818112,28,33.47,23.18471682,3.5,,87.84860886,19.238,7223805,4.10550769,66.36248779,188.4868454,73,0,0,0,0,0,0,0,0
Libya,LBY,2023,69.339,,470.4034729,7.80515862,,71,19.17657852,7.263359795,7630.496649,10.20004979,,33.56,20.01449273,,,87.86471979,18.713,7305659,4.152027803,80.14811707,377.019511,73,0,0,0,0,0,0,0,0
