Target,Selected_Model,N_Folds,Test_RMSE,Test_RMSE_SD,Test_MAE,Test_MAE_SD,Test_R2,Test_R2_SD,Pct_Folds_R2_Positive,RMSE_Improvement_vs_Dummy_Pct
LifeExpectancy,Extra Trees,4,2.3281095559131506,0.5803473706614148,1.8469055652698119,0.4521714810258541,0.4717174247131633,0.46836224224209017,75.0,39.28912392162049
NCDMortality,Extra Trees,4,5.203365322382127,1.4560484139769876,4.404282321856434,1.304201661500864,-0.07539210496035453,0.3145435346405993,50.0,7.770678360715628
