Target,Pooled_RMSE,Pooled_MAE,Pooled_R2,Mean_Bias,Residual_SD
LifeExpectancy,2.3878567660089027,1.8624943871681918,0.6395142568794595,-0.03665721058240621,2.38757537763456
NCDMortality,5.309454394533817,4.343726840304248,0.10134183688760479,0.6041476368622525,5.274970293803389
